time,EUR_USD
2017:11:03 14:00:00,1.16456
2017:11:03 14:30:00,1.16235
2017:11:03 15:00:00,1.16096
2017:11:03 15:30:00,1.1616
2017:11:03 16:00:00,1.16164
2017:11:03 16:30:00,1.16086
2017:11:03 17:00:00,1.16044
2017:11:03 17:30:00,1.16086
2017:11:03 18:00:00,1.1603
2017:11:03 18:30:00,1.16036
2017:11:03 19:00:00,1.16071
2017:11:03 19:30:00,1.16141
2017:11:03 20:00:00,1.16072
2017:11:03 20:30:00,1.16111
2017:11:05 22:00:00,1.16172
2017:11:05 22:30:00,1.16128
2017:11:05 23:00:00,1.16158
2017:11:05 23:30:00,1.16172
2017:11:06 0:00:00,1.16153
2017:11:06 0:30:00,1.16116
2017:11:06 1:00:00,1.16054
2017:11:06 1:30:00,1.16082
2017:11:06 2:00:00,1.16102
2017:11:06 2:30:00,1.16166
2017:11:06 3:00:00,1.16172
2017:11:06 3:30:00,1.1616
2017:11:06 4:00:00,1.16144
2017:11:06 4:30:00,1.1611
2017:11:06 5:00:00,1.16098
2017:11:06 5:30:00,1.16118
2017:11:06 6:00:00,1.16118
2017:11:06 6:30:00,1.16132
2017:11:06 7:00:00,1.16088
2017:11:06 7:30:00,1.16014
2017:11:06 8:00:00,1.16106
2017:11:06 8:30:00,1.16071
2017:11:06 9:00:00,1.16103
2017:11:06 9:30:00,1.15934
2017:11:06 10:00:00,1.16032
2017:11:06 10:30:00,1.16068
2017:11:06 11:00:00,1.16097
2017:11:06 11:30:00,1.15968
2017:11:06 12:00:00,1.15929
2017:11:06 12:30:00,1.15867
2017:11:06 13:00:00,1.159
2017:11:06 13:30:00,1.15956
2017:11:06 14:00:00,1.15857
2017:11:06 14:30:00,1.15857
2017:11:06 15:00:00,1.15858
2017:11:06 15:30:00,1.1584
2017:11:06 16:00:00,1.15856
2017:11:06 16:30:00,1.15882
2017:11:06 17:00:00,1.15983
2017:11:06 17:30:00,1.16052
2017:11:06 18:00:00,1.16123
2017:11:06 18:30:00,1.16109
2017:11:06 19:00:00,1.1611
2017:11:06 19:30:00,1.16108
2017:11:06 20:00:00,1.1606
2017:11:06 20:30:00,1.16078
2017:11:06 21:00:00,1.16092
2017:11:06 21:30:00,1.16122
2017:11:06 22:00:00,1.16115
2017:11:06 22:30:00,1.1613
2017:11:06 23:00:00,1.16104
2017:11:06 23:30:00,1.16101
2017:11:07 0:00:00,1.16108
2017:11:07 0:30:00,1.16126
2017:11:07 1:00:00,1.16134
2017:11:07 1:30:00,1.16082
2017:11:07 2:00:00,1.16046
2017:11:07 2:30:00,1.16036
2017:11:07 3:00:00,1.16134
2017:11:07 3:30:00,1.16127
2017:11:07 4:00:00,1.16119
2017:11:07 4:30:00,1.16068
2017:11:07 5:00:00,1.1608
2017:11:07 5:30:00,1.1608
2017:11:07 6:00:00,1.16055
2017:11:07 6:30:00,1.16071
2017:11:07 7:00:00,1.16018
2017:11:07 7:30:00,1.15922
2017:11:07 8:00:00,1.15884
2017:11:07 8:30:00,1.15836
2017:11:07 9:00:00,1.15661
2017:11:07 9:30:00,1.1572
2017:11:07 10:00:00,1.1567
2017:11:07 10:30:00,1.15684
2017:11:07 11:00:00,1.15666
2017:11:07 11:30:00,1.15614
2017:11:07 12:00:00,1.15696
2017:11:07 12:30:00,1.15635
2017:11:07 13:00:00,1.15651
2017:11:07 13:30:00,1.15609
2017:11:07 14:00:00,1.1563
2017:11:07 14:30:00,1.15776
2017:11:07 15:00:00,1.15776
2017:11:07 15:30:00,1.15776
2017:11:07 16:00:00,1.1575
2017:11:07 16:30:00,1.1565
2017:11:07 17:00:00,1.15764
2017:11:07 17:30:00,1.1583
2017:11:07 18:00:00,1.15822
2017:11:07 18:30:00,1.15769
2017:11:07 19:00:00,1.15758
2017:11:07 19:30:00,1.15847
2017:11:07 20:00:00,1.1587
2017:11:07 20:30:00,1.1591
2017:11:07 21:00:00,1.15894
2017:11:07 21:30:00,1.1588
2017:11:07 22:00:00,1.15888
2017:11:07 22:30:00,1.15868
2017:11:07 23:00:00,1.15932
2017:11:07 23:30:00,1.16054
2017:11:08 0:00:00,1.1601
2017:11:08 0:30:00,1.15953
2017:11:08 1:00:00,1.15937
2017:11:08 1:30:00,1.15976
2017:11:08 2:00:00,1.15958
2017:11:08 2:30:00,1.15982
2017:11:08 3:00:00,1.15959
2017:11:08 3:30:00,1.1597
2017:11:08 4:00:00,1.15968
2017:11:08 4:30:00,1.15984
2017:11:08 5:00:00,1.15991
2017:11:08 5:30:00,1.15979
2017:11:08 6:00:00,1.15962
2017:11:08 6:30:00,1.15856
2017:11:08 7:00:00,1.15918
2017:11:08 7:30:00,1.15994
2017:11:08 8:00:00,1.15954
2017:11:08 8:30:00,1.16064
2017:11:08 9:00:00,1.15994
2017:11:08 9:30:00,1.16033
2017:11:08 10:00:00,1.15918
2017:11:08 10:30:00,1.15992
2017:11:08 11:00:00,1.16032
2017:11:08 11:30:00,1.15982
2017:11:08 12:00:00,1.1597
2017:11:08 12:30:00,1.15878
2017:11:08 13:00:00,1.15856
2017:11:08 13:30:00,1.15901
2017:11:08 14:00:00,1.1591
2017:11:08 14:30:00,1.1597
2017:11:08 15:00:00,1.15986
2017:11:08 15:30:00,1.15927
2017:11:08 16:00:00,1.15855
2017:11:08 16:30:00,1.15867
2017:11:08 17:00:00,1.15904
2017:11:08 17:30:00,1.159
2017:11:08 18:00:00,1.15934
2017:11:08 18:30:00,1.15908
2017:11:08 19:00:00,1.15939
2017:11:08 19:30:00,1.15909
2017:11:08 20:00:00,1.15956
2017:11:08 20:30:00,1.15969
2017:11:08 21:00:00,1.15986
2017:11:08 21:30:00,1.15956
2017:11:08 22:00:00,1.15959
2017:11:08 22:30:00,1.15953
2017:11:08 23:00:00,1.15931
2017:11:08 23:30:00,1.15945
2017:11:09 0:00:00,1.15958
2017:11:09 0:30:00,1.15896
2017:11:09 1:00:00,1.1588
2017:11:09 1:30:00,1.15866
2017:11:09 2:00:00,1.15938
2017:11:09 2:30:00,1.15956
2017:11:09 3:00:00,1.1596
2017:11:09 3:30:00,1.15946
2017:11:09 4:00:00,1.15916
2017:11:09 4:30:00,1.1592
2017:11:09 5:00:00,1.15962
2017:11:09 5:30:00,1.16024
2017:11:09 6:00:00,1.16032
2017:11:09 6:30:00,1.16047
2017:11:09 7:00:00,1.16094
2017:11:09 7:30:00,1.16088
2017:11:09 8:00:00,1.16053
2017:11:09 8:30:00,1.15954
2017:11:09 9:00:00,1.15938
2017:11:09 9:30:00,1.15998
2017:11:09 10:00:00,1.1602
2017:11:09 10:30:00,1.16062
2017:11:09 11:00:00,1.16118
2017:11:09 11:30:00,1.16323
2017:11:09 12:00:00,1.164
2017:11:09 12:30:00,1.16332
2017:11:09 13:00:00,1.16313
2017:11:09 13:30:00,1.16266
2017:11:09 14:00:00,1.16042
2017:11:09 14:30:00,1.16076
2017:11:09 15:00:00,1.16314
2017:11:09 15:30:00,1.163
2017:11:09 16:00:00,1.16246
2017:11:09 16:30:00,1.16388
2017:11:09 17:00:00,1.16475
2017:11:09 17:30:00,1.1643
2017:11:09 18:00:00,1.16406
2017:11:09 18:30:00,1.16454
2017:11:09 19:00:00,1.16484
2017:11:09 19:30:00,1.16472
2017:11:09 20:00:00,1.16488
2017:11:09 20:30:00,1.16466
2017:11:09 21:00:00,1.16429
2017:11:09 21:30:00,1.16406
2017:11:09 22:00:00,1.16384
2017:11:09 22:30:00,1.16426
2017:11:09 23:00:00,1.16443
2017:11:09 23:30:00,1.16442
2017:11:10 0:00:00,1.16463
2017:11:10 0:30:00,1.16498
2017:11:10 1:00:00,1.16524
2017:11:10 1:30:00,1.16484
2017:11:10 2:00:00,1.16458
2017:11:10 2:30:00,1.1644
2017:11:10 3:00:00,1.16458
2017:11:10 3:30:00,1.16466
2017:11:10 4:00:00,1.16482
2017:11:10 4:30:00,1.16461
2017:11:10 5:00:00,1.16444
2017:11:10 5:30:00,1.16426
2017:11:10 6:00:00,1.16458
2017:11:10 6:30:00,1.1645
2017:11:10 7:00:00,1.16486
2017:11:10 7:30:00,1.16376
2017:11:10 8:00:00,1.16328
2017:11:10 8:30:00,1.16384
2017:11:10 9:00:00,1.16344
2017:11:10 9:30:00,1.16438
2017:11:10 10:00:00,1.16599
2017:11:10 10:30:00,1.16548
2017:11:10 11:00:00,1.16508
2017:11:10 11:30:00,1.16434
2017:11:10 12:00:00,1.16394
2017:11:10 12:30:00,1.16428
2017:11:10 13:00:00,1.16514
2017:11:10 13:30:00,1.16458
2017:11:10 14:00:00,1.16488
2017:11:10 14:30:00,1.16576
2017:11:10 15:00:00,1.16645
2017:11:10 15:30:00,1.16746
2017:11:10 16:00:00,1.16612
2017:11:10 16:30:00,1.1661
2017:11:10 17:00:00,1.16564
2017:11:10 17:30:00,1.16566
2017:11:10 18:00:00,1.16593
2017:11:10 18:30:00,1.16624
2017:11:10 19:00:00,1.16606
2017:11:10 19:30:00,1.16646
2017:11:10 20:00:00,1.1667
2017:11:10 20:30:00,1.16667
2017:11:10 21:00:00,1.16652
2017:11:10 21:30:00,1.16652
2017:11:12 22:00:00,1.16585
2017:11:12 22:30:00,1.16606
2017:11:12 23:00:00,1.16584
2017:11:12 23:30:00,1.1663
2017:11:13 0:00:00,1.16606
2017:11:13 0:30:00,1.16484
2017:11:13 1:00:00,1.16484
2017:11:13 1:30:00,1.16506
2017:11:13 2:00:00,1.165
2017:11:13 2:30:00,1.16529
2017:11:13 3:00:00,1.16496
2017:11:13 3:30:00,1.16527
2017:11:13 4:00:00,1.16554
2017:11:13 4:30:00,1.16529
2017:11:13 5:00:00,1.16512
2017:11:13 5:30:00,1.1654
2017:11:13 6:00:00,1.16584
2017:11:13 6:30:00,1.1653
2017:11:13 7:00:00,1.16488
2017:11:13 7:30:00,1.16477
2017:11:13 8:00:00,1.16404
2017:11:13 8:30:00,1.16401
2017:11:13 9:00:00,1.16467
2017:11:13 9:30:00,1.1651
2017:11:13 10:00:00,1.16412
2017:11:13 10:30:00,1.16426
2017:11:13 11:00:00,1.16466
2017:11:13 11:30:00,1.16512
2017:11:13 12:00:00,1.16508
2017:11:13 12:30:00,1.16574
2017:11:13 13:00:00,1.16538
2017:11:13 13:30:00,1.16724
2017:11:13 14:00:00,1.16706
2017:11:13 14:30:00,1.16656
2017:11:13 15:00:00,1.16609
2017:11:13 15:30:00,1.16662
2017:11:13 16:00:00,1.16648
2017:11:13 16:30:00,1.16592
2017:11:13 17:00:00,1.16554
2017:11:13 17:30:00,1.16614
2017:11:13 18:00:00,1.16625
2017:11:13 18:30:00,1.16636
2017:11:13 19:00:00,1.16652
2017:11:13 19:30:00,1.16652
2017:11:13 20:00:00,1.1667
2017:11:13 20:30:00,1.16686
2017:11:13 21:00:00,1.16681
2017:11:13 21:30:00,1.16673
2017:11:13 22:00:00,1.16685
2017:11:13 22:30:00,1.16666
2017:11:13 23:00:00,1.16642
2017:11:13 23:30:00,1.16637
2017:11:14 0:00:00,1.16644
2017:11:14 0:30:00,1.16694
2017:11:14 1:00:00,1.16706
2017:11:14 1:30:00,1.16709
2017:11:14 2:00:00,1.16702
2017:11:14 2:30:00,1.16721
2017:11:14 3:00:00,1.16719
2017:11:14 3:30:00,1.16721
2017:11:14 4:00:00,1.16715
2017:11:14 4:30:00,1.16742
2017:11:14 5:00:00,1.16724
2017:11:14 5:30:00,1.16752
2017:11:14 6:00:00,1.16738
2017:11:14 6:30:00,1.16729
2017:11:14 7:00:00,1.16654
2017:11:14 7:30:00,1.16866
2017:11:14 8:00:00,1.16898
2017:11:14 8:30:00,1.1695
2017:11:14 9:00:00,1.171
2017:11:14 9:30:00,1.17079
2017:11:14 10:00:00,1.17177
2017:11:14 10:30:00,1.17204
2017:11:14 11:00:00,1.17168
2017:11:14 11:30:00,1.17232
2017:11:14 12:00:00,1.17237
2017:11:14 12:30:00,1.17296
2017:11:14 13:00:00,1.17468
2017:11:14 13:30:00,1.17483
2017:11:14 14:00:00,1.1752
2017:11:14 14:30:00,1.17562
2017:11:14 15:00:00,1.17516
2017:11:14 15:30:00,1.17556
2017:11:14 16:00:00,1.17554
2017:11:14 16:30:00,1.17692
2017:11:14 17:00:00,1.17632
2017:11:14 17:30:00,1.17653
2017:11:14 18:00:00,1.17815
2017:11:14 18:30:00,1.17982
2017:11:14 19:00:00,1.18002
2017:11:14 19:30:00,1.17958
2017:11:14 20:00:00,1.17943
2017:11:14 20:30:00,1.17916
2017:11:14 21:00:00,1.1793
2017:11:14 21:30:00,1.17922
2017:11:14 22:00:00,1.1794
2017:11:14 22:30:00,1.18012
2017:11:14 23:00:00,1.1798
2017:11:14 23:30:00,1.17942
2017:11:15 0:00:00,1.17905
2017:11:15 0:30:00,1.1788
2017:11:15 1:00:00,1.17919
2017:11:15 1:30:00,1.17932
2017:11:15 2:00:00,1.17898
2017:11:15 2:30:00,1.17924
2017:11:15 3:00:00,1.17938
2017:11:15 3:30:00,1.17918
2017:11:15 4:00:00,1.17965
2017:11:15 4:30:00,1.17948
2017:11:15 5:00:00,1.17926
2017:11:15 5:30:00,1.17921
2017:11:15 6:00:00,1.17867
2017:11:15 6:30:00,1.17932
2017:11:15 7:00:00,1.17927
2017:11:15 7:30:00,1.18092
2017:11:15 8:00:00,1.18106
2017:11:15 8:30:00,1.18228
2017:11:15 9:00:00,1.18388
2017:11:15 9:30:00,1.1846
2017:11:15 10:00:00,1.18394
2017:11:15 10:30:00,1.1835
2017:11:15 11:00:00,1.18458
2017:11:15 11:30:00,1.18413
2017:11:15 12:00:00,1.18472
2017:11:15 12:30:00,1.18432
2017:11:15 13:00:00,1.18372
2017:11:15 13:30:00,1.18392
2017:11:15 14:00:00,1.18448
2017:11:15 14:30:00,1.18164
2017:11:15 15:00:00,1.18204
2017:11:15 15:30:00,1.1813
2017:11:15 16:00:00,1.18011
2017:11:15 16:30:00,1.17981
2017:11:15 17:00:00,1.17938
2017:11:15 17:30:00,1.17922
2017:11:15 18:00:00,1.17974
2017:11:15 18:30:00,1.18006
2017:11:15 19:00:00,1.18016
2017:11:15 19:30:00,1.17978
2017:11:15 20:00:00,1.1793
2017:11:15 20:30:00,1.17924
2017:11:15 21:00:00,1.17924
2017:11:15 21:30:00,1.17907
2017:11:15 22:00:00,1.17916
2017:11:15 22:30:00,1.1781
2017:11:15 23:00:00,1.17698
2017:11:15 23:30:00,1.17794
2017:11:16 0:00:00,1.17826
2017:11:16 0:30:00,1.17816
2017:11:16 1:00:00,1.17814
2017:11:16 1:30:00,1.17865
2017:11:16 2:00:00,1.17877
2017:11:16 2:30:00,1.17798
2017:11:16 3:00:00,1.1781
2017:11:16 3:30:00,1.178
2017:11:16 4:00:00,1.17776
2017:11:16 4:30:00,1.1779
2017:11:16 5:00:00,1.1777
2017:11:16 5:30:00,1.17805
2017:11:16 6:00:00,1.17795
2017:11:16 6:30:00,1.17951
2017:11:16 7:00:00,1.17997
2017:11:16 7:30:00,1.17828
2017:11:16 8:00:00,1.17712
2017:11:16 8:30:00,1.17856
2017:11:16 9:00:00,1.17896
2017:11:16 9:30:00,1.17758
2017:11:16 10:00:00,1.17756
2017:11:16 10:30:00,1.17702
2017:11:16 11:00:00,1.17708
2017:11:16 11:30:00,1.17679
2017:11:16 12:00:00,1.17646
2017:11:16 12:30:00,1.17675
2017:11:16 13:00:00,1.17611
2017:11:16 13:30:00,1.17693
2017:11:16 14:00:00,1.17757
2017:11:16 14:30:00,1.17758
2017:11:16 15:00:00,1.17792
2017:11:16 15:30:00,1.17632
2017:11:16 16:00:00,1.17736
2017:11:16 16:30:00,1.17677
2017:11:16 17:00:00,1.17718
2017:11:16 17:30:00,1.17748
2017:11:16 18:00:00,1.1773
2017:11:16 18:30:00,1.17718
2017:11:16 19:00:00,1.17682
2017:11:16 19:30:00,1.17615
2017:11:16 20:00:00,1.17657
2017:11:16 20:30:00,1.17635
2017:11:16 21:00:00,1.17706
2017:11:16 21:30:00,1.17716
2017:11:16 22:00:00,1.17714
2017:11:16 22:30:00,1.17695
2017:11:16 23:00:00,1.17712
2017:11:16 23:30:00,1.17672
2017:11:17 0:00:00,1.17787
2017:11:17 0:30:00,1.17855
2017:11:17 1:00:00,1.1789
2017:11:17 1:30:00,1.17984
2017:11:17 2:00:00,1.18128
2017:11:17 2:30:00,1.1818
2017:11:17 3:00:00,1.18198
2017:11:17 3:30:00,1.18068
2017:11:17 4:00:00,1.18088
2017:11:17 4:30:00,1.1807
2017:11:17 5:00:00,1.18044
2017:11:17 5:30:00,1.1809
2017:11:17 6:00:00,1.18037
2017:11:17 6:30:00,1.18089
2017:11:17 7:00:00,1.1812
2017:11:17 7:30:00,1.17974
2017:11:17 8:00:00,1.17876
2017:11:17 8:30:00,1.1787
2017:11:17 9:00:00,1.17868
2017:11:17 9:30:00,1.17956
2017:11:17 10:00:00,1.17938
2017:11:17 10:30:00,1.17998
2017:11:17 11:00:00,1.18014
2017:11:17 11:30:00,1.18066
2017:11:17 12:00:00,1.17936
2017:11:17 12:30:00,1.17954
2017:11:17 13:00:00,1.17923
2017:11:17 13:30:00,1.17894
2017:11:17 14:00:00,1.17868
2017:11:17 14:30:00,1.17996
2017:11:17 15:00:00,1.17946
2017:11:17 15:30:00,1.17866
2017:11:17 16:00:00,1.17812
2017:11:17 16:30:00,1.1794
2017:11:17 17:00:00,1.17978
2017:11:17 17:30:00,1.17878
2017:11:17 18:00:00,1.1802
2017:11:17 18:30:00,1.18029
2017:11:17 19:00:00,1.18005
2017:11:17 19:30:00,1.17948
2017:11:17 20:00:00,1.1797
2017:11:17 20:30:00,1.18033
2017:11:17 21:00:00,1.17948
2017:11:17 21:30:00,1.17924
2017:11:19 22:00:00,1.1791
2017:11:19 22:30:00,1.17815
2017:11:19 23:00:00,1.1767
2017:11:19 23:30:00,1.17403
2017:11:20 0:00:00,1.1734
2017:11:20 0:30:00,1.1748
2017:11:20 1:00:00,1.17436
2017:11:20 1:30:00,1.17459
2017:11:20 2:00:00,1.17448
2017:11:20 2:30:00,1.17264
2017:11:20 3:00:00,1.17367
2017:11:20 3:30:00,1.17358
2017:11:20 4:00:00,1.17367
2017:11:20 4:30:00,1.1734
2017:11:20 5:00:00,1.17286
2017:11:20 5:30:00,1.17316
2017:11:20 6:00:00,1.17332
2017:11:20 6:30:00,1.17349
2017:11:20 7:00:00,1.17358
2017:11:20 7:30:00,1.17514
2017:11:20 8:00:00,1.17543
2017:11:20 8:30:00,1.17779
2017:11:20 9:00:00,1.1799
2017:11:20 9:30:00,1.17946
2017:11:20 10:00:00,1.17944
2017:11:20 10:30:00,1.17854
2017:11:20 11:00:00,1.17881
2017:11:20 11:30:00,1.17892
2017:11:20 12:00:00,1.17766
2017:11:20 12:30:00,1.17819
2017:11:20 13:00:00,1.1783
2017:11:20 13:30:00,1.17755
2017:11:20 14:00:00,1.17711
2017:11:20 14:30:00,1.17688
2017:11:20 15:00:00,1.1758
2017:11:20 15:30:00,1.17442
2017:11:20 16:00:00,1.17482
2017:11:20 16:30:00,1.1752
2017:11:20 17:00:00,1.17405
2017:11:20 17:30:00,1.17404
2017:11:20 18:00:00,1.17472
2017:11:20 18:30:00,1.17484
2017:11:20 19:00:00,1.17368
2017:11:20 19:30:00,1.17322
2017:11:20 20:00:00,1.1732
2017:11:20 20:30:00,1.17329
2017:11:20 21:00:00,1.17292
2017:11:20 21:30:00,1.1734
2017:11:20 22:00:00,1.17344
2017:11:20 22:30:00,1.17337
2017:11:20 23:00:00,1.17338
2017:11:20 23:30:00,1.17352
2017:11:21 0:00:00,1.1737
2017:11:21 0:30:00,1.17406
2017:11:21 1:00:00,1.1743
2017:11:21 1:30:00,1.17344
2017:11:21 2:00:00,1.17338
2017:11:21 2:30:00,1.1734
2017:11:21 3:00:00,1.1735
2017:11:21 3:30:00,1.17371
2017:11:21 4:00:00,1.17386
2017:11:21 4:30:00,1.1737
2017:11:21 5:00:00,1.17388
2017:11:21 5:30:00,1.17384
2017:11:21 6:00:00,1.17415
2017:11:21 6:30:00,1.1743
2017:11:21 7:00:00,1.17425
2017:11:21 7:30:00,1.1745
2017:11:21 8:00:00,1.1736
2017:11:21 8:30:00,1.175
2017:11:21 9:00:00,1.17382
2017:11:21 9:30:00,1.17364
2017:11:21 10:00:00,1.1729
2017:11:21 10:30:00,1.17361
2017:11:21 11:00:00,1.17374
2017:11:21 11:30:00,1.1727
2017:11:21 12:00:00,1.17228
2017:11:21 12:30:00,1.17254
2017:11:21 13:00:00,1.17157
2017:11:21 13:30:00,1.17206
2017:11:21 14:00:00,1.17225
2017:11:21 14:30:00,1.17268
2017:11:21 15:00:00,1.17378
2017:11:21 15:30:00,1.17382
2017:11:21 16:00:00,1.17256
2017:11:21 16:30:00,1.17404
2017:11:21 17:00:00,1.17409
2017:11:21 17:30:00,1.17362
2017:11:21 18:00:00,1.17423
2017:11:21 18:30:00,1.17444
2017:11:21 19:00:00,1.17461
2017:11:21 19:30:00,1.1747
2017:11:21 20:00:00,1.17428
2017:11:21 20:30:00,1.17416
2017:11:21 21:00:00,1.17387
2017:11:21 21:30:00,1.17415
2017:11:21 22:00:00,1.17388
2017:11:21 22:30:00,1.17355
2017:11:21 23:00:00,1.17344
2017:11:21 23:30:00,1.17382
2017:11:22 0:00:00,1.17412
2017:11:22 0:30:00,1.17456
2017:11:22 1:00:00,1.17404
2017:11:22 1:30:00,1.17376
2017:11:22 2:00:00,1.17392
2017:11:22 2:30:00,1.17367
2017:11:22 3:00:00,1.17362
2017:11:22 3:30:00,1.17398
2017:11:22 4:00:00,1.17384
2017:11:22 4:30:00,1.17414
2017:11:22 5:00:00,1.17418
2017:11:22 5:30:00,1.17407
2017:11:22 6:00:00,1.17442
2017:11:22 6:30:00,1.17492
2017:11:22 7:00:00,1.17512
2017:11:22 7:30:00,1.17561
2017:11:22 8:00:00,1.17574
2017:11:22 8:30:00,1.17627
2017:11:22 9:00:00,1.17698
2017:11:22 9:30:00,1.17644
2017:11:22 10:00:00,1.17568
2017:11:22 10:30:00,1.17505
2017:11:22 11:00:00,1.17504
2017:11:22 11:30:00,1.17504
2017:11:22 12:00:00,1.17526
2017:11:22 12:30:00,1.1739
2017:11:22 13:00:00,1.17426
2017:11:22 13:30:00,1.17464
2017:11:22 14:00:00,1.17511
2017:11:22 14:30:00,1.17669
2017:11:22 15:00:00,1.17764
2017:11:22 15:30:00,1.17919
2017:11:22 16:00:00,1.17862
2017:11:22 16:30:00,1.17938
2017:11:22 17:00:00,1.17882
2017:11:22 17:30:00,1.17976
2017:11:22 18:00:00,1.17955
2017:11:22 18:30:00,1.1798
2017:11:22 19:00:00,1.1799
2017:11:22 19:30:00,1.182
2017:11:22 20:00:00,1.1825
2017:11:22 20:30:00,1.18164
2017:11:22 21:00:00,1.18206
2017:11:22 21:30:00,1.18232
2017:11:22 22:00:00,1.18234
2017:11:22 22:30:00,1.18185
2017:11:22 23:00:00,1.1819
2017:11:22 23:30:00,1.1817
2017:11:23 0:00:00,1.18152
2017:11:23 0:30:00,1.18158
2017:11:23 1:00:00,1.18144
2017:11:23 1:30:00,1.1819
2017:11:23 2:00:00,1.18225
2017:11:23 2:30:00,1.18246
2017:11:23 3:00:00,1.18214
2017:11:23 3:30:00,1.18288
2017:11:23 4:00:00,1.1832
2017:11:23 4:30:00,1.18374
2017:11:23 5:00:00,1.1835
2017:11:23 5:30:00,1.18326
2017:11:23 6:00:00,1.18295
2017:11:23 6:30:00,1.18346
2017:11:23 7:00:00,1.18283
2017:11:23 7:30:00,1.18325
2017:11:23 8:00:00,1.18271
2017:11:23 8:30:00,1.18338
2017:11:23 9:00:00,1.18441
2017:11:23 9:30:00,1.18397
2017:11:23 10:00:00,1.1843
2017:11:23 10:30:00,1.18443
2017:11:23 11:00:00,1.18468
2017:11:23 11:30:00,1.18452
2017:11:23 12:00:00,1.18457
2017:11:23 12:30:00,1.1848
2017:11:23 13:00:00,1.18438
2017:11:23 13:30:00,1.18447
2017:11:23 14:00:00,1.18496
2017:11:23 14:30:00,1.18486
2017:11:23 15:00:00,1.18462
2017:11:23 15:30:00,1.18459
2017:11:23 16:00:00,1.18434
2017:11:23 16:30:00,1.1847
2017:11:23 17:00:00,1.1851
2017:11:23 17:30:00,1.18518
2017:11:23 18:00:00,1.18498
2017:11:23 18:30:00,1.18526
2017:11:23 19:00:00,1.1851
2017:11:23 19:30:00,1.18477
2017:11:23 20:00:00,1.18521
2017:11:23 20:30:00,1.18525
2017:11:23 21:00:00,1.18522
2017:11:23 21:30:00,1.18498
2017:11:23 22:00:00,1.18502
2017:11:23 22:30:00,1.1852
2017:11:23 23:00:00,1.18511
2017:11:23 23:30:00,1.18484
2017:11:24 0:00:00,1.185
2017:11:24 0:30:00,1.1847
2017:11:24 1:00:00,1.18428
2017:11:24 1:30:00,1.18475
2017:11:24 2:00:00,1.18487
2017:11:24 2:30:00,1.18536
2017:11:24 3:00:00,1.18559
2017:11:24 3:30:00,1.18538
2017:11:24 4:00:00,1.18485
2017:11:24 4:30:00,1.18564
2017:11:24 5:00:00,1.18523
2017:11:24 5:30:00,1.18543
2017:11:24 6:00:00,1.1852
2017:11:24 6:30:00,1.18495
2017:11:24 7:00:00,1.18472
2017:11:24 7:30:00,1.18378
2017:11:24 8:00:00,1.18474
2017:11:24 8:30:00,1.18544
2017:11:24 9:00:00,1.18581
2017:11:24 9:30:00,1.18638
2017:11:24 10:00:00,1.18682
2017:11:24 10:30:00,1.18698
2017:11:24 11:00:00,1.18668
2017:11:24 11:30:00,1.18644
2017:11:24 12:00:00,1.1856
2017:11:24 12:30:00,1.18664
2017:11:24 13:00:00,1.18736
2017:11:24 13:30:00,1.18786
2017:11:24 14:00:00,1.18967
2017:11:24 14:30:00,1.19099
2017:11:24 15:00:00,1.192
2017:11:24 15:30:00,1.19238
2017:11:24 16:00:00,1.1934
2017:11:24 16:30:00,1.19401
2017:11:24 17:00:00,1.19368
2017:11:24 17:30:00,1.19312
2017:11:24 18:00:00,1.19275
2017:11:24 18:30:00,1.19282
2017:11:24 19:00:00,1.19254
2017:11:24 19:30:00,1.19254
2017:11:24 20:00:00,1.19269
2017:11:24 20:30:00,1.19259
2017:11:24 21:00:00,1.19307
2017:11:24 21:30:00,1.19361
2017:11:26 22:00:00,1.19242
2017:11:26 22:30:00,1.1928
2017:11:26 23:00:00,1.19356
2017:11:26 23:30:00,1.19261
2017:11:27 0:00:00,1.19281
2017:11:27 0:30:00,1.19214
2017:11:27 1:00:00,1.19156
2017:11:27 1:30:00,1.192
2017:11:27 2:00:00,1.1921
2017:11:27 2:30:00,1.19196
2017:11:27 3:00:00,1.19174
2017:11:27 3:30:00,1.19271
2017:11:27 4:00:00,1.19244
2017:11:27 4:30:00,1.19248
2017:11:27 5:00:00,1.19236
2017:11:27 5:30:00,1.19235
2017:11:27 6:00:00,1.19284
2017:11:27 6:30:00,1.19254
2017:11:27 7:00:00,1.19221
2017:11:27 7:30:00,1.19216
2017:11:27 8:00:00,1.19273
2017:11:27 8:30:00,1.19516
2017:11:27 9:00:00,1.19382
2017:11:27 9:30:00,1.19246
2017:11:27 10:00:00,1.19306
2017:11:27 10:30:00,1.1933
2017:11:27 11:00:00,1.19389
2017:11:27 11:30:00,1.19378
2017:11:27 12:00:00,1.19368
2017:11:27 12:30:00,1.19304
2017:11:27 13:00:00,1.19428
2017:11:27 13:30:00,1.19468
2017:11:27 14:00:00,1.19592
2017:11:27 14:30:00,1.195
2017:11:27 15:00:00,1.19396
2017:11:27 15:30:00,1.19299
2017:11:27 16:00:00,1.19198
2017:11:27 16:30:00,1.19236
2017:11:27 17:00:00,1.19106
2017:11:27 17:30:00,1.19118
2017:11:27 18:00:00,1.19024
2017:11:27 18:30:00,1.19036
2017:11:27 19:00:00,1.19011
2017:11:27 19:30:00,1.19018
