time,EUR_USD
2019:08:26 17:00:00,1.11096
2019:08:26 17:30:00,1.11004
2019:08:26 18:00:00,1.11044
2019:08:26 18:30:00,1.11036
2019:08:26 19:00:00,1.10982
2019:08:26 19:30:00,1.10998
2019:08:26 20:00:00,1.1097
2019:08:26 20:30:00,1.11002
2019:08:26 21:00:00,1.11026
2019:08:26 21:30:00,1.11038
2019:08:26 22:00:00,1.11003
2019:08:26 22:30:00,1.11018
2019:08:26 23:00:00,1.11002
2019:08:26 23:30:00,1.10991
2019:08:27 0:00:00,1.11014
2019:08:27 0:30:00,1.11028
2019:08:27 1:00:00,1.11038
2019:08:27 1:30:00,1.11044
2019:08:27 2:00:00,1.11037
2019:08:27 2:30:00,1.11058
2019:08:27 3:00:00,1.11048
2019:08:27 3:30:00,1.11018
2019:08:27 4:00:00,1.11018
2019:08:27 4:30:00,1.1102
2019:08:27 5:00:00,1.10988
2019:08:27 5:30:00,1.11005
2019:08:27 6:00:00,1.11024
2019:08:27 6:30:00,1.11002
2019:08:27 7:00:00,1.11056
2019:08:27 7:30:00,1.11091
2019:08:27 8:00:00,1.11088
2019:08:27 8:30:00,1.11094
2019:08:27 9:00:00,1.11131
2019:08:27 9:30:00,1.11094
2019:08:27 10:00:00,1.11075
2019:08:27 10:30:00,1.11044
2019:08:27 11:00:00,1.11073
2019:08:27 11:30:00,1.11064
2019:08:27 12:00:00,1.11012
2019:08:27 12:30:00,1.11039
2019:08:27 13:00:00,1.11089
2019:08:27 13:30:00,1.11009
2019:08:27 14:00:00,1.11018
2019:08:27 14:30:00,1.10979
2019:08:27 15:00:00,1.11018
2019:08:27 15:30:00,1.10926
2019:08:27 16:00:00,1.10941
2019:08:27 16:30:00,1.10916
2019:08:27 17:00:00,1.10966
2019:08:27 17:30:00,1.10932
2019:08:27 18:00:00,1.1092
2019:08:27 18:30:00,1.10954
2019:08:27 19:00:00,1.1093
2019:08:27 19:30:00,1.10902
2019:08:27 20:00:00,1.10902
2019:08:27 20:30:00,1.10893
2019:08:27 21:00:00,1.10909
2019:08:27 21:30:00,1.1091
2019:08:27 22:00:00,1.10934
2019:08:27 22:30:00,1.1092
2019:08:27 23:00:00,1.10922
2019:08:27 23:30:00,1.10908
2019:08:28 0:00:00,1.109
2019:08:28 0:30:00,1.10909
2019:08:28 1:00:00,1.10886
2019:08:28 1:30:00,1.10886
2019:08:28 2:00:00,1.10874
2019:08:28 2:30:00,1.10884
2019:08:28 3:00:00,1.10882
2019:08:28 3:30:00,1.10876
2019:08:28 4:00:00,1.10873
2019:08:28 4:30:00,1.10848
2019:08:28 5:00:00,1.1087
2019:08:28 5:30:00,1.10882
2019:08:28 6:00:00,1.10888
2019:08:28 6:30:00,1.10871
2019:08:28 7:00:00,1.10887
2019:08:28 7:30:00,1.10894
2019:08:28 8:00:00,1.1093
2019:08:28 8:30:00,1.1089
2019:08:28 9:00:00,1.10891
2019:08:28 9:30:00,1.10922
2019:08:28 10:00:00,1.10912
2019:08:28 10:30:00,1.10946
2019:08:28 11:00:00,1.10929
2019:08:28 11:30:00,1.109
2019:08:28 12:00:00,1.10842
2019:08:28 12:30:00,1.10853
2019:08:28 13:00:00,1.10815
2019:08:28 13:30:00,1.10833
2019:08:28 14:00:00,1.10816
2019:08:28 14:30:00,1.10814
2019:08:28 15:00:00,1.10755
2019:08:28 15:30:00,1.10842
2019:08:28 16:00:00,1.10838
2019:08:28 16:30:00,1.10774
2019:08:28 17:00:00,1.10786
2019:08:28 17:30:00,1.10831
2019:08:28 18:00:00,1.10834
2019:08:28 18:30:00,1.10831
2019:08:28 19:00:00,1.10799
2019:08:28 19:30:00,1.10787
2019:08:28 20:00:00,1.10758
2019:08:28 20:30:00,1.10754
2019:08:28 21:00:00,1.10782
2019:08:28 21:30:00,1.10816
2019:08:28 22:00:00,1.1081
2019:08:28 22:30:00,1.10825
2019:08:28 23:00:00,1.10846
2019:08:28 23:30:00,1.10845
2019:08:29 0:00:00,1.10855
2019:08:29 0:30:00,1.10862
2019:08:29 1:00:00,1.1085
2019:08:29 1:30:00,1.1086
2019:08:29 2:00:00,1.10829
2019:08:29 2:30:00,1.1081
2019:08:29 3:00:00,1.10822
2019:08:29 3:30:00,1.10832
2019:08:29 4:00:00,1.10844
2019:08:29 4:30:00,1.10832
2019:08:29 5:00:00,1.10814
2019:08:29 5:30:00,1.10829
2019:08:29 6:00:00,1.10846
2019:08:29 6:30:00,1.10812
2019:08:29 7:00:00,1.1081
2019:08:29 7:30:00,1.10819
2019:08:29 8:00:00,1.10822
2019:08:29 8:30:00,1.10783
2019:08:29 9:00:00,1.10764
2019:08:29 9:30:00,1.10772
2019:08:29 10:00:00,1.10767
2019:08:29 10:30:00,1.10748
2019:08:29 11:00:00,1.10749
2019:08:29 11:30:00,1.10714
2019:08:29 12:00:00,1.10744
2019:08:29 12:30:00,1.10734
2019:08:29 13:00:00,1.10708
2019:08:29 13:30:00,1.10656
2019:08:29 14:00:00,1.10631
2019:08:29 14:30:00,1.10615
2019:08:29 15:00:00,1.1067
2019:08:29 15:30:00,1.10608
2019:08:29 16:00:00,1.10587
2019:08:29 16:30:00,1.10556
2019:08:29 17:00:00,1.10528
2019:08:29 17:30:00,1.10519
2019:08:29 18:00:00,1.10536
2019:08:29 18:30:00,1.10539
2019:08:29 19:00:00,1.10521
2019:08:29 19:30:00,1.10562
2019:08:29 20:00:00,1.10576
2019:08:29 20:30:00,1.1058
2019:08:29 21:00:00,1.10568
2019:08:29 21:30:00,1.10587
2019:08:29 22:00:00,1.10583
2019:08:29 22:30:00,1.10568
2019:08:29 23:00:00,1.10583
2019:08:29 23:30:00,1.10591
2019:08:30 0:00:00,1.10588
2019:08:30 0:30:00,1.10578
2019:08:30 1:00:00,1.10541
2019:08:30 1:30:00,1.10507
2019:08:30 2:00:00,1.10491
2019:08:30 2:30:00,1.10496
2019:08:30 3:00:00,1.10432
2019:08:30 3:30:00,1.10443
2019:08:30 4:00:00,1.10447
2019:08:30 4:30:00,1.10446
2019:08:30 5:00:00,1.10448
2019:08:30 5:30:00,1.10476
2019:08:30 6:00:00,1.10482
2019:08:30 6:30:00,1.10366
2019:08:30 7:00:00,1.10382
2019:08:30 7:30:00,1.1039
2019:08:30 8:00:00,1.10376
2019:08:30 8:30:00,1.1039
2019:08:30 9:00:00,1.10385
2019:08:30 9:30:00,1.10415
2019:08:30 10:00:00,1.10406
2019:08:30 10:30:00,1.10438
2019:08:30 11:00:00,1.10408
2019:08:30 11:30:00,1.10375
2019:08:30 12:00:00,1.10356
2019:08:30 12:30:00,1.10364
2019:08:30 13:00:00,1.10385
2019:08:30 13:30:00,1.10416
2019:08:30 14:00:00,1.10446
2019:08:30 14:30:00,1.10391
2019:08:30 15:00:00,1.10122
2019:08:30 15:30:00,1.09988
2019:08:30 16:00:00,1.09889
2019:08:30 16:30:00,1.09892
2019:08:30 17:00:00,1.09872
2019:08:30 17:30:00,1.09718
2019:08:30 18:00:00,1.09712
2019:08:30 18:30:00,1.09734
2019:08:30 19:00:00,1.0977
2019:08:30 19:30:00,1.09828
2019:08:30 20:00:00,1.0992
2019:08:30 20:30:00,1.0992
2019:09:01 21:00:00,1.09894
2019:09:01 21:30:00,1.09889
2019:09:01 22:00:00,1.09888
2019:09:01 22:30:00,1.09928
2019:09:01 23:00:00,1.09918
2019:09:01 23:30:00,1.09904
2019:09:02 0:00:00,1.09904
2019:09:02 0:30:00,1.09897
2019:09:02 1:00:00,1.0988
2019:09:02 1:30:00,1.09904
2019:09:02 2:00:00,1.0991
2019:09:02 2:30:00,1.09888
2019:09:02 3:00:00,1.09904
2019:09:02 3:30:00,1.09925
2019:09:02 4:00:00,1.09904
2019:09:02 4:30:00,1.09922
2019:09:02 5:00:00,1.09883
2019:09:02 5:30:00,1.0988
2019:09:02 6:00:00,1.09866
2019:09:02 6:30:00,1.09898
2019:09:02 7:00:00,1.09823
2019:09:02 7:30:00,1.0985
2019:09:02 8:00:00,1.09822
2019:09:02 8:30:00,1.09784
2019:09:02 9:00:00,1.0973
2019:09:02 9:30:00,1.09694
2019:09:02 10:00:00,1.09594
2019:09:02 10:30:00,1.09668
2019:09:02 11:00:00,1.09664
2019:09:02 11:30:00,1.09721
2019:09:02 12:00:00,1.09685
2019:09:02 12:30:00,1.09693
2019:09:02 13:00:00,1.09659
2019:09:02 13:30:00,1.0964
2019:09:02 14:00:00,1.09673
2019:09:02 14:30:00,1.09641
2019:09:02 15:00:00,1.09692
2019:09:02 15:30:00,1.0966
2019:09:02 16:00:00,1.09676
2019:09:02 16:30:00,1.09714
2019:09:02 17:00:00,1.09734
2019:09:02 17:30:00,1.09688
2019:09:02 18:00:00,1.09691
2019:09:02 18:30:00,1.09696
2019:09:02 19:00:00,1.09702
2019:09:02 19:30:00,1.09708
2019:09:02 20:00:00,1.09702
2019:09:02 20:30:00,1.09712
2019:09:02 21:00:00,1.09698
2019:09:02 21:30:00,1.0971
2019:09:02 22:00:00,1.09693
2019:09:02 22:30:00,1.09665
2019:09:02 23:00:00,1.09663
2019:09:02 23:30:00,1.09639
2019:09:03 0:00:00,1.0964
2019:09:03 0:30:00,1.09536
2019:09:03 1:00:00,1.09538
2019:09:03 1:30:00,1.09376
2019:09:03 2:00:00,1.09394
2019:09:03 2:30:00,1.09378
2019:09:03 3:00:00,1.09318
2019:09:03 3:30:00,1.09364
2019:09:03 4:00:00,1.09355
2019:09:03 4:30:00,1.09398
2019:09:03 5:00:00,1.09404
2019:09:03 5:30:00,1.09386
2019:09:03 6:00:00,1.09464
2019:09:03 6:30:00,1.09429
2019:09:03 7:00:00,1.09416
2019:09:03 7:30:00,1.09387
2019:09:03 8:00:00,1.09395
2019:09:03 8:30:00,1.0946
2019:09:03 9:00:00,1.0949
2019:09:03 9:30:00,1.09431
2019:09:03 10:00:00,1.09423
2019:09:03 10:30:00,1.09368
2019:09:03 11:00:00,1.09381
2019:09:03 11:30:00,1.0934
2019:09:03 12:00:00,1.09374
2019:09:03 12:30:00,1.09406
2019:09:03 13:00:00,1.09402
2019:09:03 13:30:00,1.09444
2019:09:03 14:00:00,1.09482
2019:09:03 14:30:00,1.09624
2019:09:03 15:00:00,1.09594
2019:09:03 15:30:00,1.0964
2019:09:03 16:00:00,1.09672
2019:09:03 16:30:00,1.0968
2019:09:03 17:00:00,1.09704
2019:09:03 17:30:00,1.0972
2019:09:03 18:00:00,1.09722
2019:09:03 18:30:00,1.09719
2019:09:03 19:00:00,1.09668
2019:09:03 19:30:00,1.09711
2019:09:03 20:00:00,1.09678
2019:09:03 20:30:00,1.0967
2019:09:03 21:00:00,1.09729
2019:09:03 21:30:00,1.09742
2019:09:03 22:00:00,1.09713
2019:09:03 22:30:00,1.09704
2019:09:03 23:00:00,1.09716
2019:09:03 23:30:00,1.09696
2019:09:04 0:00:00,1.09726
2019:09:04 0:30:00,1.09755
2019:09:04 1:00:00,1.09742
2019:09:04 1:30:00,1.09776
2019:09:04 2:00:00,1.0974
2019:09:04 2:30:00,1.0974
2019:09:04 3:00:00,1.09752
2019:09:04 3:30:00,1.0975
2019:09:04 4:00:00,1.09762
2019:09:04 4:30:00,1.09751
2019:09:04 5:00:00,1.09746
2019:09:04 5:30:00,1.09757
2019:09:04 6:00:00,1.09754
2019:09:04 6:30:00,1.09781
2019:09:04 7:00:00,1.09809
2019:09:04 7:30:00,1.09883
2019:09:04 8:00:00,1.09922
2019:09:04 8:30:00,1.09899
2019:09:04 9:00:00,1.1007
2019:09:04 9:30:00,1.10088
2019:09:04 10:00:00,1.10202
2019:09:04 10:30:00,1.10183
2019:09:04 11:00:00,1.1017
2019:09:04 11:30:00,1.10142
2019:09:04 12:00:00,1.10152
2019:09:04 12:30:00,1.10172
2019:09:04 13:00:00,1.10166
2019:09:04 13:30:00,1.10138
2019:09:04 14:00:00,1.10118
2019:09:04 14:30:00,1.10259
2019:09:04 15:00:00,1.1029
2019:09:04 15:30:00,1.10247
2019:09:04 16:00:00,1.10244
2019:09:04 16:30:00,1.1031
2019:09:04 17:00:00,1.10258
2019:09:04 17:30:00,1.10236
2019:09:04 18:00:00,1.1028
2019:09:04 18:30:00,1.10306
2019:09:04 19:00:00,1.10314
2019:09:04 19:30:00,1.1028
2019:09:04 20:00:00,1.10322
2019:09:04 20:30:00,1.10288
2019:09:04 21:00:00,1.10352
2019:09:04 21:30:00,1.10339
2019:09:04 22:00:00,1.10348
2019:09:04 22:30:00,1.10348
2019:09:04 23:00:00,1.10342
2019:09:04 23:30:00,1.1035
2019:09:05 0:00:00,1.10346
2019:09:05 0:30:00,1.1031
2019:09:05 1:00:00,1.10344
2019:09:05 1:30:00,1.10286
2019:09:05 2:00:00,1.10288
2019:09:05 2:30:00,1.10306
2019:09:05 3:00:00,1.1031
2019:09:05 3:30:00,1.10279
2019:09:05 4:00:00,1.10272
2019:09:05 4:30:00,1.10266
2019:09:05 5:00:00,1.10266
2019:09:05 5:30:00,1.10272
2019:09:05 6:00:00,1.10274
2019:09:05 6:30:00,1.10234
2019:09:05 7:00:00,1.10226
2019:09:05 7:30:00,1.10319
2019:09:05 8:00:00,1.10399
2019:09:05 8:30:00,1.10364
2019:09:05 9:00:00,1.10374
2019:09:05 9:30:00,1.10376
2019:09:05 10:00:00,1.10442
2019:09:05 10:30:00,1.10519
2019:09:05 11:00:00,1.1056
2019:09:05 11:30:00,1.10572
2019:09:05 12:00:00,1.1066
2019:09:05 12:30:00,1.10562
2019:09:05 13:00:00,1.10597
2019:09:05 13:30:00,1.10713
2019:09:05 14:00:00,1.1081
2019:09:05 14:30:00,1.10542
2019:09:05 15:00:00,1.1043
2019:09:05 15:30:00,1.1048
2019:09:05 16:00:00,1.10376
2019:09:05 16:30:00,1.10396
2019:09:05 17:00:00,1.10416
2019:09:05 17:30:00,1.10352
2019:09:05 18:00:00,1.10382
2019:09:05 18:30:00,1.10372
2019:09:05 19:00:00,1.10364
2019:09:05 19:30:00,1.10363
2019:09:05 20:00:00,1.1036
2019:09:05 20:30:00,1.10356
2019:09:05 21:00:00,1.10346
2019:09:05 21:30:00,1.10356
2019:09:05 22:00:00,1.10354
2019:09:05 22:30:00,1.10362
2019:09:05 23:00:00,1.10354
2019:09:05 23:30:00,1.10352
2019:09:06 0:00:00,1.10342
2019:09:06 0:30:00,1.10326
2019:09:06 1:00:00,1.10305
2019:09:06 1:30:00,1.1035
2019:09:06 2:00:00,1.10301
2019:09:06 2:30:00,1.10342
2019:09:06 3:00:00,1.1034
2019:09:06 3:30:00,1.10335
2019:09:06 4:00:00,1.10343
2019:09:06 4:30:00,1.10344
2019:09:06 5:00:00,1.10376
2019:09:06 5:30:00,1.1039
2019:09:06 6:00:00,1.10442
2019:09:06 6:30:00,1.10405
2019:09:06 7:00:00,1.10427
2019:09:06 7:30:00,1.104
2019:09:06 8:00:00,1.10466
2019:09:06 8:30:00,1.10438
2019:09:06 9:00:00,1.10376
2019:09:06 9:30:00,1.10336
2019:09:06 10:00:00,1.10307
2019:09:06 10:30:00,1.10255
2019:09:06 11:00:00,1.103
2019:09:06 11:30:00,1.10236
2019:09:06 12:00:00,1.10227
2019:09:06 12:30:00,1.10316
2019:09:06 13:00:00,1.10405
2019:09:06 13:30:00,1.10485
2019:09:06 14:00:00,1.10506
2019:09:06 14:30:00,1.10414
2019:09:06 15:00:00,1.10476
2019:09:06 15:30:00,1.10496
2019:09:06 16:00:00,1.10422
2019:09:06 16:30:00,1.10459
2019:09:06 17:00:00,1.10358
2019:09:06 17:30:00,1.10274
2019:09:06 18:00:00,1.1038
2019:09:06 18:30:00,1.10349
2019:09:06 19:00:00,1.10297
2019:09:06 19:30:00,1.10292
2019:09:06 20:00:00,1.10257
2019:09:06 20:30:00,1.1028
2019:09:08 21:00:00,1.10256
2019:09:08 21:30:00,1.10268
2019:09:08 22:00:00,1.10276
2019:09:08 22:30:00,1.10246
2019:09:08 23:00:00,1.10246
2019:09:08 23:30:00,1.10235
2019:09:09 0:00:00,1.102
2019:09:09 0:30:00,1.10222
2019:09:09 1:00:00,1.10175
2019:09:09 1:30:00,1.10221
2019:09:09 2:00:00,1.10269
2019:09:09 2:30:00,1.10266
2019:09:09 3:00:00,1.10246
2019:09:09 3:30:00,1.10256
2019:09:09 4:00:00,1.1027
2019:09:09 4:30:00,1.10291
2019:09:09 5:00:00,1.10272
2019:09:09 5:30:00,1.10263
2019:09:09 6:00:00,1.10256
2019:09:09 6:30:00,1.10236
2019:09:09 7:00:00,1.1029
2019:09:09 7:30:00,1.10295
2019:09:09 8:00:00,1.10312
2019:09:09 8:30:00,1.1036
2019:09:09 9:00:00,1.10337
2019:09:09 9:30:00,1.10334
2019:09:09 10:00:00,1.1038
2019:09:09 10:30:00,1.10317
2019:09:09 11:00:00,1.1026
2019:09:09 11:30:00,1.10314
2019:09:09 12:00:00,1.10362
2019:09:09 12:30:00,1.10326
2019:09:09 13:00:00,1.10436
2019:09:09 13:30:00,1.10495
2019:09:09 14:00:00,1.10556
2019:09:09 14:30:00,1.10558
2019:09:09 15:00:00,1.10565
2019:09:09 15:30:00,1.10587
2019:09:09 16:00:00,1.10557
2019:09:09 16:30:00,1.10615
2019:09:09 17:00:00,1.10601
2019:09:09 17:30:00,1.1057
2019:09:09 18:00:00,1.10566
2019:09:09 18:30:00,1.10532
2019:09:09 19:00:00,1.1052
2019:09:09 19:30:00,1.10508
2019:09:09 20:00:00,1.10489
2019:09:09 20:30:00,1.10482
2019:09:09 21:00:00,1.10472
2019:09:09 21:30:00,1.10472
2019:09:09 22:00:00,1.10488
2019:09:09 22:30:00,1.1049
2019:09:09 23:00:00,1.1049
2019:09:09 23:30:00,1.10489
2019:09:10 0:00:00,1.1047
2019:09:10 0:30:00,1.10452
2019:09:10 1:00:00,1.10428
2019:09:10 1:30:00,1.10462
2019:09:10 2:00:00,1.10428
2019:09:10 2:30:00,1.10422
2019:09:10 3:00:00,1.10459
2019:09:10 3:30:00,1.10452
2019:09:10 4:00:00,1.10436
2019:09:10 4:30:00,1.10464
2019:09:10 5:00:00,1.10431
2019:09:10 5:30:00,1.1044
2019:09:10 6:00:00,1.10432
2019:09:10 6:30:00,1.10444
2019:09:10 7:00:00,1.10492
2019:09:10 7:30:00,1.1051
2019:09:10 8:00:00,1.10448
2019:09:10 8:30:00,1.1045
2019:09:10 9:00:00,1.1038
2019:09:10 9:30:00,1.10416
2019:09:10 10:00:00,1.10462
2019:09:10 10:30:00,1.104
2019:09:10 11:00:00,1.10392
2019:09:10 11:30:00,1.10346
2019:09:10 12:00:00,1.10365
2019:09:10 12:30:00,1.10408
2019:09:10 13:00:00,1.10402
2019:09:10 13:30:00,1.10415
2019:09:10 14:00:00,1.10402
2019:09:10 14:30:00,1.10336
2019:09:10 15:00:00,1.10422
2019:09:10 15:30:00,1.10488
2019:09:10 16:00:00,1.10424
2019:09:10 16:30:00,1.10468
2019:09:10 17:00:00,1.1041
2019:09:10 17:30:00,1.104
2019:09:10 18:00:00,1.10453
2019:09:10 18:30:00,1.10411
2019:09:10 19:00:00,1.10475
2019:09:10 19:30:00,1.10398
2019:09:10 20:00:00,1.104
2019:09:10 20:30:00,1.10429
2019:09:10 21:00:00,1.10445
2019:09:10 21:30:00,1.10438
2019:09:10 22:00:00,1.10488
2019:09:10 22:30:00,1.10479
2019:09:10 23:00:00,1.10488
2019:09:10 23:30:00,1.1049
2019:09:11 0:00:00,1.10499
2019:09:11 0:30:00,1.10553
2019:09:11 1:00:00,1.10472
2019:09:11 1:30:00,1.10458
2019:09:11 2:00:00,1.10464
2019:09:11 2:30:00,1.10502
2019:09:11 3:00:00,1.1047
2019:09:11 3:30:00,1.10502
2019:09:11 4:00:00,1.10498
2019:09:11 4:30:00,1.1053
2019:09:11 5:00:00,1.10528
2019:09:11 5:30:00,1.105
2019:09:11 6:00:00,1.1049
2019:09:11 6:30:00,1.10438
2019:09:11 7:00:00,1.1048
2019:09:11 7:30:00,1.10396
2019:09:11 8:00:00,1.10341
2019:09:11 8:30:00,1.1026
2019:09:11 9:00:00,1.10258
2019:09:11 9:30:00,1.10254
2019:09:11 10:00:00,1.102
2019:09:11 10:30:00,1.10174
2019:09:11 11:00:00,1.10079
2019:09:11 11:30:00,1.10054
2019:09:11 12:00:00,1.09971
2019:09:11 12:30:00,1.1006
2019:09:11 13:00:00,1.1001
2019:09:11 13:30:00,1.09959
2019:09:11 14:00:00,1.09953
2019:09:11 14:30:00,1.09931
2019:09:11 15:00:00,1.09972
2019:09:11 15:30:00,1.09964
2019:09:11 16:00:00,1.10005
2019:09:11 16:30:00,1.10022
2019:09:11 17:00:00,1.10068
2019:09:11 17:30:00,1.10092
2019:09:11 18:00:00,1.10078
2019:09:11 18:30:00,1.10116
2019:09:11 19:00:00,1.10073
2019:09:11 19:30:00,1.10086
2019:09:11 20:00:00,1.10104
2019:09:11 20:30:00,1.10126
2019:09:11 21:00:00,1.10096
2019:09:11 21:30:00,1.10092
2019:09:11 22:00:00,1.10092
2019:09:11 22:30:00,1.10084
2019:09:11 23:00:00,1.10104
2019:09:11 23:30:00,1.10127
2019:09:12 0:00:00,1.10138
2019:09:12 0:30:00,1.10112
2019:09:12 1:00:00,1.10108
2019:09:12 1:30:00,1.10118
2019:09:12 2:00:00,1.10135
2019:09:12 2:30:00,1.10102
2019:09:12 3:00:00,1.10098
2019:09:12 3:30:00,1.10124
2019:09:12 4:00:00,1.10128
2019:09:12 4:30:00,1.10138
2019:09:12 5:00:00,1.10142
2019:09:12 5:30:00,1.10138
2019:09:12 6:00:00,1.10134
2019:09:12 6:30:00,1.10087
2019:09:12 7:00:00,1.1014
2019:09:12 7:30:00,1.10182
2019:09:12 8:00:00,1.10173
2019:09:12 8:30:00,1.10279
2019:09:12 9:00:00,1.1027
2019:09:12 9:30:00,1.1028
2019:09:12 10:00:00,1.10298
2019:09:12 10:30:00,1.1023
2019:09:12 11:00:00,1.10242
2019:09:12 11:30:00,1.10236
2019:09:12 12:00:00,1.09659
2019:09:12 12:30:00,1.0968
2019:09:12 13:00:00,1.0946
2019:09:12 13:30:00,1.09854
2019:09:12 14:00:00,1.10356
2019:09:12 14:30:00,1.10476
2019:09:12 15:00:00,1.103
2019:09:12 15:30:00,1.1044
2019:09:12 16:00:00,1.10735
2019:09:12 16:30:00,1.10686
2019:09:12 17:00:00,1.10676
2019:09:12 17:30:00,1.10726
2019:09:12 18:00:00,1.10668
2019:09:12 18:30:00,1.10684
2019:09:12 19:00:00,1.1074
2019:09:12 19:30:00,1.10648
2019:09:12 20:00:00,1.10651
2019:09:12 20:30:00,1.10638
2019:09:12 21:00:00,1.10663
2019:09:12 21:30:00,1.10671
2019:09:12 22:00:00,1.1064
2019:09:12 22:30:00,1.10637
2019:09:12 23:00:00,1.1058
2019:09:12 23:30:00,1.10578
2019:09:13 0:00:00,1.10566
2019:09:13 0:30:00,1.10618
2019:09:13 1:00:00,1.1064
2019:09:13 1:30:00,1.10646
2019:09:13 2:00:00,1.10644
2019:09:13 2:30:00,1.10654
2019:09:13 3:00:00,1.10662
2019:09:13 3:30:00,1.10666
2019:09:13 4:00:00,1.1069
2019:09:13 4:30:00,1.10672
2019:09:13 5:00:00,1.10692
2019:09:13 5:30:00,1.10724
2019:09:13 6:00:00,1.10714
2019:09:13 6:30:00,1.10836
2019:09:13 7:00:00,1.1096
2019:09:13 7:30:00,1.11035
2019:09:13 8:00:00,1.10937
2019:09:13 8:30:00,1.10794
2019:09:13 9:00:00,1.10928
2019:09:13 9:30:00,1.11004
2019:09:13 10:00:00,1.11009
2019:09:13 10:30:00,1.10998
2019:09:13 11:00:00,1.10916
2019:09:13 11:30:00,1.1099
2019:09:13 12:00:00,1.11026
2019:09:13 12:30:00,1.10934
2019:09:13 13:00:00,1.10872
2019:09:13 13:30:00,1.10824
2019:09:13 14:00:00,1.10691
2019:09:13 14:30:00,1.10708
2019:09:13 15:00:00,1.10807
2019:09:13 15:30:00,1.10736
2019:09:13 16:00:00,1.1074
2019:09:13 16:30:00,1.10746
2019:09:13 17:00:00,1.10756
2019:09:13 17:30:00,1.10756
2019:09:13 18:00:00,1.10767
2019:09:13 18:30:00,1.1074
2019:09:13 19:00:00,1.10676
2019:09:13 19:30:00,1.10759
2019:09:13 20:00:00,1.10764
2019:09:13 20:30:00,1.1078
2019:09:15 21:00:00,1.10748
2019:09:15 21:30:00,1.10712
2019:09:15 22:00:00,1.10734
2019:09:15 22:30:00,1.10784
2019:09:15 23:00:00,1.10796
2019:09:15 23:30:00,1.10852
2019:09:16 0:00:00,1.10834
2019:09:16 0:30:00,1.10772
2019:09:16 1:00:00,1.1076
2019:09:16 1:30:00,1.10781
2019:09:16 2:00:00,1.10788
2019:09:16 2:30:00,1.10758
2019:09:16 3:00:00,1.10751
2019:09:16 3:30:00,1.10728
2019:09:16 4:00:00,1.10706
2019:09:16 4:30:00,1.10738
2019:09:16 5:00:00,1.10731
2019:09:16 5:30:00,1.10702
2019:09:16 6:00:00,1.1069
2019:09:16 6:30:00,1.10734
2019:09:16 7:00:00,1.1071
2019:09:16 7:30:00,1.10752
2019:09:16 8:00:00,1.1072
2019:09:16 8:30:00,1.10609
2019:09:16 9:00:00,1.10592
2019:09:16 9:30:00,1.10675
2019:09:16 10:00:00,1.10608
2019:09:16 10:30:00,1.10493
2019:09:16 11:00:00,1.1039
2019:09:16 11:30:00,1.10387
2019:09:16 12:00:00,1.10297
2019:09:16 12:30:00,1.10306
2019:09:16 13:00:00,1.1027
2019:09:16 13:30:00,1.10211
2019:09:16 14:00:00,1.1012
2019:09:16 14:30:00,1.10161
2019:09:16 15:00:00,1.09976
2019:09:16 15:30:00,1.09973
2019:09:16 16:00:00,1.10065
2019:09:16 16:30:00,1.09992
2019:09:16 17:00:00,1.10024
2019:09:16 17:30:00,1.10006
2019:09:16 18:00:00,1.09958
2019:09:16 18:30:00,1.10006
2019:09:16 19:00:00,1.10062
2019:09:16 19:30:00,1.10106
2019:09:16 20:00:00,1.1008
2019:09:16 20:30:00,1.10024
2019:09:16 21:00:00,1.10006
2019:09:16 21:30:00,1.1
2019:09:16 22:00:00,1.10018
2019:09:16 22:30:00,1.10039
2019:09:16 23:00:00,1.10049
2019:09:16 23:30:00,1.10038
2019:09:17 0:00:00,1.10031
2019:09:17 0:30:00,1.1006
2019:09:17 1:00:00,1.10093
2019:09:17 1:30:00,1.10067
2019:09:17 2:00:00,1.10074
2019:09:17 2:30:00,1.1012
2019:09:17 3:00:00,1.10124
2019:09:17 3:30:00,1.10106
2019:09:17 4:00:00,1.10102
2019:09:17 4:30:00,1.10127
2019:09:17 5:00:00,1.1013
2019:09:17 5:30:00,1.10127
2019:09:17 6:00:00,1.1012
2019:09:17 6:30:00,1.10037
2019:09:17 7:00:00,1.09958
2019:09:17 7:30:00,1.101
2019:09:17 8:00:00,1.10164
2019:09:17 8:30:00,1.10211
2019:09:17 9:00:00,1.10152
2019:09:17 9:30:00,1.1013
2019:09:17 10:00:00,1.10176
2019:09:17 10:30:00,1.10117
2019:09:17 11:00:00,1.10244
2019:09:17 11:30:00,1.1021
2019:09:17 12:00:00,1.10234
2019:09:17 12:30:00,1.10227
2019:09:17 13:00:00,1.10268
2019:09:17 13:30:00,1.10326
2019:09:17 14:00:00,1.1033
2019:09:17 14:30:00,1.10358
2019:09:17 15:00:00,1.10479
2019:09:17 15:30:00,1.10566
2019:09:17 16:00:00,1.1063
2019:09:17 16:30:00,1.10626
2019:09:17 17:00:00,1.10694
2019:09:17 17:30:00,1.10714
2019:09:17 18:00:00,1.10664
2019:09:17 18:30:00,1.10693
2019:09:17 19:00:00,1.10662
2019:09:17 19:30:00,1.10715
2019:09:17 20:00:00,1.10712
2019:09:17 20:30:00,1.10731
2019:09:17 21:00:00,1.10718
2019:09:17 21:30:00,1.107
